LOG:  database system was shut down at 2012-07-29 23:31:50 CEST
LOG:  database system is ready to accept connections
LOG:  autovacuum launcher started
LOG:  duration: 6421.608 ms  statement: select a/5184, avg(b) from uk3 group by a/5184;
LOG:  duration: 646.077 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=5232 qcache=0 func='avg';
LOG:  duration: 6606.286 ms  statement: select a/5232, avg(b) from uk3 group by a/5232;
LOG:  duration: 671.957 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=5280 qcache=0 func='avg';
LOG:  duration: 6532.071 ms  statement: select a/5280, avg(b) from uk3 group by a/5280;
LOG:  duration: 644.927 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=5328 qcache=0 func='avg';
LOG:  duration: 6501.032 ms  statement: select a/5328, avg(b) from uk3 group by a/5328;
LOG:  duration: 640.420 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=5376 qcache=0 func='avg';
LOG:  duration: 6938.170 ms  statement: select a/5376, avg(b) from uk3 group by a/5376;
LOG:  duration: 678.227 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=5424 qcache=0 func='avg';
LOG:  duration: 6845.325 ms  statement: select a/5424, avg(b) from uk3 group by a/5424;
LOG:  duration: 661.631 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=5472 qcache=0 func='avg';
LOG:  duration: 7251.476 ms  statement: select a/5472, avg(b) from uk3 group by a/5472;
LOG:  duration: 653.857 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=5520 qcache=0 func='avg';
LOG:  duration: 7189.591 ms  statement: select a/5520, avg(b) from uk3 group by a/5520;
LOG:  duration: 821.502 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=5568 qcache=0 func='avg';
LOG:  duration: 7180.697 ms  statement: select a/5568, avg(b) from uk3 group by a/5568;
LOG:  duration: 681.126 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=5616 qcache=0 func='avg';
LOG:  duration: 7039.797 ms  statement: select a/5616, avg(b) from uk3 group by a/5616;
LOG:  duration: 682.423 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=5664 qcache=0 func='avg';
LOG:  duration: 7026.657 ms  statement: select a/5664, avg(b) from uk3 group by a/5664;
LOG:  duration: 683.176 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=5712 qcache=0 func='avg';
LOG:  duration: 6868.499 ms  statement: select a/5712, avg(b) from uk3 group by a/5712;
LOG:  duration: 684.159 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=5760 qcache=0 func='avg';
LOG:  duration: 6804.017 ms  statement: select a/5760, avg(b) from uk3 group by a/5760;
LOG:  duration: 705.700 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=5808 qcache=0 func='avg';
LOG:  duration: 6984.112 ms  statement: select a/5808, avg(b) from uk3 group by a/5808;
LOG:  duration: 686.426 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=5856 qcache=0 func='avg';
LOG:  duration: 7052.864 ms  statement: select a/5856, avg(b) from uk3 group by a/5856;
LOG:  duration: 686.839 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=5904 qcache=0 func='avg';
LOG:  duration: 6857.080 ms  statement: select a/5904, avg(b) from uk3 group by a/5904;
LOG:  duration: 660.529 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=5952 qcache=0 func='avg';
LOG:  duration: 6839.076 ms  statement: select a/5952, avg(b) from uk3 group by a/5952;
LOG:  duration: 680.402 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=6000 qcache=0 func='avg';
LOG:  duration: 6848.277 ms  statement: select a/6000, avg(b) from uk3 group by a/6000;
LOG:  duration: 675.894 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=6048 qcache=0 func='avg';
LOG:  duration: 6974.218 ms  statement: select a/6048, avg(b) from uk3 group by a/6048;
LOG:  duration: 674.827 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=6096 qcache=0 func='avg';
LOG:  duration: 6795.356 ms  statement: select a/6096, avg(b) from uk3 group by a/6096;
LOG:  duration: 680.024 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=6144 qcache=0 func='avg';
LOG:  duration: 6746.809 ms  statement: select a/6144, avg(b) from uk3 group by a/6144;
LOG:  duration: 669.390 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=6192 qcache=0 func='avg';
LOG:  duration: 6723.703 ms  statement: select a/6192, avg(b) from uk3 group by a/6192;
LOG:  duration: 815.932 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=6240 qcache=0 func='avg';
LOG:  duration: 7139.786 ms  statement: select a/6240, avg(b) from uk3 group by a/6240;
LOG:  duration: 646.772 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=6288 qcache=0 func='avg';
LOG:  duration: 6742.139 ms  statement: select a/6288, avg(b) from uk3 group by a/6288;
LOG:  duration: 668.796 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=6336 qcache=0 func='avg';
LOG:  duration: 6858.957 ms  statement: select a/6336, avg(b) from uk3 group by a/6336;
LOG:  duration: 654.120 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=6384 qcache=0 func='avg';
LOG:  duration: 6748.827 ms  statement: select a/6384, avg(b) from uk3 group by a/6384;
LOG:  duration: 682.888 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=6432 qcache=0 func='avg';
LOG:  duration: 7085.927 ms  statement: select a/6432, avg(b) from uk3 group by a/6432;
LOG:  duration: 0.408 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=6480 qcache=0 func='avg';
LOG:  duration: 6894.715 ms  statement: select a/6480, avg(b) from uk3 group by a/6480;
LOG:  duration: 0.497 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=6528 qcache=0 func='avg';
LOG:  duration: 7025.937 ms  statement: select a/6528, avg(b) from uk3 group by a/6528;
LOG:  duration: 0.419 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=6576 qcache=0 func='avg';
LOG:  duration: 6894.093 ms  statement: select a/6576, avg(b) from uk3 group by a/6576;
LOG:  duration: 0.387 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=6624 qcache=0 func='avg';
LOG:  duration: 6937.437 ms  statement: select a/6624, avg(b) from uk3 group by a/6624;
LOG:  duration: 0.414 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=6672 qcache=0 func='avg';
LOG:  duration: 6594.684 ms  statement: select a/6672, avg(b) from uk3 group by a/6672;
LOG:  duration: 0.531 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=6720 qcache=0 func='avg';
LOG:  duration: 6918.835 ms  statement: select a/6720, avg(b) from uk3 group by a/6720;
LOG:  duration: 0.410 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=6768 qcache=0 func='avg';
LOG:  duration: 6495.541 ms  statement: select a/6768, avg(b) from uk3 group by a/6768;
LOG:  duration: 0.548 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=6816 qcache=0 func='avg';
LOG:  duration: 6435.663 ms  statement: select a/6816, avg(b) from uk3 group by a/6816;
LOG:  duration: 0.558 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=6864 qcache=0 func='avg';
LOG:  duration: 6803.758 ms  statement: select a/6864, avg(b) from uk3 group by a/6864;
LOG:  duration: 0.421 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=6912 qcache=0 func='avg';
LOG:  duration: 6471.587 ms  statement: select a/6912, avg(b) from uk3 group by a/6912;
LOG:  duration: 0.444 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=6960 qcache=0 func='avg';
LOG:  duration: 6520.078 ms  statement: select a/6960, avg(b) from uk3 group by a/6960;
LOG:  duration: 0.577 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=7008 qcache=0 func='avg';
LOG:  duration: 6514.089 ms  statement: select a/7008, avg(b) from uk3 group by a/7008;
LOG:  duration: 0.457 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=7056 qcache=0 func='avg';
LOG:  duration: 6920.374 ms  statement: select a/7056, avg(b) from uk3 group by a/7056;
LOG:  duration: 0.397 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=7104 qcache=0 func='avg';
LOG:  duration: 6476.577 ms  statement: select a/7104, avg(b) from uk3 group by a/7104;
LOG:  duration: 0.410 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=7152 qcache=0 func='avg';
LOG:  duration: 6478.723 ms  statement: select a/7152, avg(b) from uk3 group by a/7152;
LOG:  duration: 0.390 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=7200 qcache=0 func='avg';
LOG:  duration: 6753.746 ms  statement: select a/7200, avg(b) from uk3 group by a/7200;
LOG:  duration: 0.472 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=7248 qcache=0 func='avg';
LOG:  duration: 6448.350 ms  statement: select a/7248, avg(b) from uk3 group by a/7248;
LOG:  duration: 0.534 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=7296 qcache=0 func='avg';
LOG:  duration: 6684.662 ms  statement: select a/7296, avg(b) from uk3 group by a/7296;
LOG:  duration: 0.421 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=7344 qcache=0 func='avg';
LOG:  duration: 6727.651 ms  statement: select a/7344, avg(b) from uk3 group by a/7344;
LOG:  duration: 0.515 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=7392 qcache=0 func='avg';
LOG:  duration: 6445.605 ms  statement: select a/7392, avg(b) from uk3 group by a/7392;
LOG:  duration: 0.918 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=7440 qcache=0 func='avg';
LOG:  duration: 6479.327 ms  statement: select a/7440, avg(b) from uk3 group by a/7440;
LOG:  duration: 0.426 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=7488 qcache=0 func='avg';
LOG:  duration: 6496.224 ms  statement: select a/7488, avg(b) from uk3 group by a/7488;
LOG:  duration: 0.381 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=7536 qcache=0 func='avg';
LOG:  duration: 6817.019 ms  statement: select a/7536, avg(b) from uk3 group by a/7536;
LOG:  duration: 0.400 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=7584 qcache=0 func='avg';
LOG:  duration: 6402.477 ms  statement: select a/7584, avg(b) from uk3 group by a/7584;
LOG:  duration: 0.384 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=7632 qcache=0 func='avg';
LOG:  duration: 6422.895 ms  statement: select a/7632, avg(b) from uk3 group by a/7632;
LOG:  duration: 0.370 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=7680 qcache=0 func='avg';
LOG:  duration: 6511.440 ms  statement: select a/7680, avg(b) from uk3 group by a/7680;
LOG:  duration: 0.445 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=7728 qcache=0 func='avg';
LOG:  duration: 6718.545 ms  statement: select a/7728, avg(b) from uk3 group by a/7728;
LOG:  duration: 0.419 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=7776 qcache=0 func='avg';
LOG:  duration: 6476.881 ms  statement: select a/7776, avg(b) from uk3 group by a/7776;
LOG:  duration: 0.382 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=7824 qcache=0 func='avg';
LOG:  duration: 6458.371 ms  statement: select a/7824, avg(b) from uk3 group by a/7824;
LOG:  duration: 0.421 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=7872 qcache=0 func='avg';
LOG:  duration: 6502.657 ms  statement: select a/7872, avg(b) from uk3 group by a/7872;
LOG:  duration: 0.426 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=7920 qcache=0 func='avg';
LOG:  duration: 6915.344 ms  statement: select a/7920, avg(b) from uk3 group by a/7920;
LOG:  duration: 0.408 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=7968 qcache=0 func='avg';
LOG:  duration: 6411.446 ms  statement: select a/7968, avg(b) from uk3 group by a/7968;
LOG:  duration: 0.372 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=8016 qcache=0 func='avg';
LOG:  duration: 6464.249 ms  statement: select a/8016, avg(b) from uk3 group by a/8016;
LOG:  duration: 0.466 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=8064 qcache=0 func='avg';
LOG:  duration: 6654.009 ms  statement: select a/8064, avg(b) from uk3 group by a/8064;
LOG:  duration: 0.565 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=8112 qcache=0 func='avg';
LOG:  duration: 6393.810 ms  statement: select a/8112, avg(b) from uk3 group by a/8112;
LOG:  duration: 0.396 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=8160 qcache=0 func='avg';
LOG:  duration: 6445.291 ms  statement: select a/8160, avg(b) from uk3 group by a/8160;
LOG:  duration: 0.387 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=8208 qcache=0 func='avg';
LOG:  duration: 6516.501 ms  statement: select a/8208, avg(b) from uk3 group by a/8208;
LOG:  duration: 0.416 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=8256 qcache=0 func='avg';
LOG:  duration: 7019.559 ms  statement: select a/8256, avg(b) from uk3 group by a/8256;
LOG:  duration: 0.656 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=8304 qcache=0 func='avg';
LOG:  duration: 6446.736 ms  statement: select a/8304, avg(b) from uk3 group by a/8304;
LOG:  duration: 0.448 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=8352 qcache=0 func='avg';
LOG:  duration: 6467.703 ms  statement: select a/8352, avg(b) from uk3 group by a/8352;
LOG:  duration: 0.409 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=8400 qcache=0 func='avg';
LOG:  duration: 7066.898 ms  statement: select a/8400, avg(b) from uk3 group by a/8400;
LOG:  duration: 0.645 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=8448 qcache=0 func='avg';
LOG:  duration: 6524.662 ms  statement: select a/8448, avg(b) from uk3 group by a/8448;
LOG:  duration: 0.439 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=8496 qcache=0 func='avg';
LOG:  duration: 6527.779 ms  statement: select a/8496, avg(b) from uk3 group by a/8496;
LOG:  duration: 0.585 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=8544 qcache=0 func='avg';
LOG:  duration: 6741.671 ms  statement: select a/8544, avg(b) from uk3 group by a/8544;
LOG:  duration: 532.197 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=8592 qcache=0 func='avg';
LOG:  duration: 6553.183 ms  statement: select a/8592, avg(b) from uk3 group by a/8592;
LOG:  duration: 654.381 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=8640 qcache=0 func='avg';
LOG:  duration: 6479.896 ms  statement: select a/8640, avg(b) from uk3 group by a/8640;
LOG:  duration: 644.731 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=8688 qcache=0 func='avg';
LOG:  duration: 6470.201 ms  statement: select a/8688, avg(b) from uk3 group by a/8688;
LOG:  duration: 646.590 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=8736 qcache=0 func='avg';
LOG:  duration: 6515.616 ms  statement: select a/8736, avg(b) from uk3 group by a/8736;
LOG:  duration: 643.758 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=8784 qcache=0 func='avg';
LOG:  duration: 6733.364 ms  statement: select a/8784, avg(b) from uk3 group by a/8784;
LOG:  duration: 642.740 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=8832 qcache=0 func='avg';
LOG:  duration: 6465.454 ms  statement: select a/8832, avg(b) from uk3 group by a/8832;
LOG:  duration: 665.100 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=8880 qcache=0 func='avg';
LOG:  duration: 6485.101 ms  statement: select a/8880, avg(b) from uk3 group by a/8880;
LOG:  duration: 648.972 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=8928 qcache=0 func='avg';
LOG:  duration: 6466.497 ms  statement: select a/8928, avg(b) from uk3 group by a/8928;
LOG:  duration: 633.170 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=8976 qcache=0 func='avg';
LOG:  duration: 6492.162 ms  statement: select a/8976, avg(b) from uk3 group by a/8976;
LOG:  duration: 687.024 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=9024 qcache=0 func='avg';
LOG:  duration: 7028.832 ms  statement: select a/9024, avg(b) from uk3 group by a/9024;
LOG:  duration: 651.535 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=9072 qcache=0 func='avg';
LOG:  duration: 6425.879 ms  statement: select a/9072, avg(b) from uk3 group by a/9072;
LOG:  duration: 675.371 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=9120 qcache=0 func='avg';
LOG:  duration: 6521.689 ms  statement: select a/9120, avg(b) from uk3 group by a/9120;
LOG:  duration: 662.009 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=9168 qcache=0 func='avg';
LOG:  duration: 6545.653 ms  statement: select a/9168, avg(b) from uk3 group by a/9168;
LOG:  duration: 661.964 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=9216 qcache=0 func='avg';
LOG:  duration: 6474.256 ms  statement: select a/9216, avg(b) from uk3 group by a/9216;
LOG:  duration: 655.577 ms  statement: select a, b from mb[1,1000000] error=1 pinterval=9264 qcache=0 func='avg';
LOG:  duration: 6880.897 ms  statement: select a/9264, avg(b) from uk3 group by a/9264;
